Mesh Metrics:
  Number of vertices: 437134
  Loop 1141 size: 4
  Loop 1142 size: 7
  Loop 1143 size: 3
  Loop 1144 size: 4
  Loop 1145 size: 7
  Loop 1146 size: 3
  Loop 1147 size: 6
  Loop 1148 size: 4
  Loop 1149 size: 4
  Loop 1150 size: 4
  Loop 1151 size: 3
  Loop 1152 size: 28
  Loop 1153 size: 26
  Loop 1154 size: 13
  Loop 1155 size: 10
  Loop 1156 size: 3
  Loop 1157 size: 3
  Loop 1158 size: 27
  Loop 1159 size: 4
  Loop 1160 size: 3
  Loop 1161 size: 3
  Loop 1162 size: 5
  Loop 1163 size: 3
  Loop 1164 size: 3
  Loop 1165 size: 47
  Loop 1166 size: 3
  Loop 1167 size: 38
  Loop 1168 size: 7
  Loop 1169 size: 4
  Loop 1170 size: 3
  Loop 1171 size: 4
  Loop 1172 size: 7
  Loop 1173 size: 3
  Loop 1174 size: 3
  Loop 1175 size: 3
  Loop 1176 size: 6
  Loop 1177 size: 3
  Loop 1178 size: 43
  Loop 1179 size: 3
  Loop 1180 size: 4
  Loop 1181 size: 5
  Loop 1182 size: 8
  Loop 1183 size: 3
  Loop 1184 size: 16
  Loop 1185 size: 3
  Loop 1186 size: 6
  Loop 1187 size: 9
  Loop 1188 size: 10
  Loop 1189 size: 10
  Loop 1190 size: 3
  Loop 1191 size: 5
  Loop 1192 size: 4
  Loop 1193 size: 3
  Loop 1194 size: 3
  Loop 1195 size: 4
  Loop 1196 size: 4
  Loop 1197 size: 25
  Loop 1198 size: 56
  Loop 1199 size: 1
  Loop 1200 size: 1
  Loop 1201 size: 79
  Loop 1202 size: 1
  Loop 1203 size: 1
  Loop 1204 size: 1
  Loop 1205 size: 1
  Loop 1206 size: 9
  Loop 1207 size: 5
  Loop 1208 size: 5
  Loop 1209 size: 12
  Loop 1210 size: 23
  Loop 1211 size: 32
  Loop 1212 size: 6
  Loop 1213 size: 5
  Loop 1214 size: 5
  Loop 1215 size: 1
  Loop 1216 size: 1
  Loop 1217 size: 8
  Loop 1218 size: 2
  Loop 1219 size: 4
  Loop 1220 size: 3
  Loop 1221 size: 6
  Loop 1222 size: 3
  Loop 1223 size: 3
  Loop 1224 size: 8
  Loop 1225 size: 6
  Loop 1226 size: 3
  Loop 1227 size: 4
  Loop 1228 size: 5
  Loop 1229 size: 4
  Loop 1230 size: 3
  Loop 1231 size: 5
  Loop 1232 size: 3
  Loop 1233 size: 4
  Loop 1234 size: 3
  Loop 1235 size: 7
  Loop 1236 size: 10
  Loop 1237 size: 8
  Loop 1238 size: 3
  Loop 1239 size: 4
  Loop 1240 size: 10
  Loop 1241 size: 4
  Loop 1242 size: 28
  Loop 1243 size: 7
  Loop 1244 size: 6
  Loop 1245 size: 196
  Loop 1246 size: 4
  Loop 1247 size: 12
  Loop 1248 size: 11
  Loop 1249 size: 41
  Loop 1250 size: 5
  Loop 1251 size: 151
  Loop 1252 size: 5
  Loop 1253 size: 4
  Loop 1254 size: 3
  Loop 1255 size: 11
  Loop 1256 size: 3
  Loop 1257 size: 10
  Loop 1258 size: 22
  Loop 1259 size: 8
  Loop 1260 size: 7
  Loop 1261 size: 97
  Loop 1262 size: 7
  Loop 1263 size: 8
  Loop 1264 size: 7
  Loop 1265 size: 5
  Loop 1266 size: 12
  Loop 1267 size: 5
  Loop 1268 size: 2
  Loop 1269 size: 1
  Loop 1270 size: 1
  Loop 1271 size: 4
  Loop 1272 size: 3
  Loop 1273 size: 1
  Loop 1274 size: 3
  Loop 1275 size: 11
  Loop 1276 size: 12
  Loop 1277 size: 14
  Loop 1278 size: 6
  Loop 1279 size: 4
  Loop 1280 size: 6
  Loop 1281 size: 3
  Loop 1282 size: 4
  Loop 1283 size: 3
  Loop 1284 size: 4
  Loop 1285 size: 14
  Loop 1286 size: 13
  Loop 1287 size: 8
  Loop 1288 size: 15
  Loop 1289 size: 1
  Loop 1290 size: 5
  Loop 1291 size: 4
  Loop 1292 size: 3
  Loop 1293 size: 17
  Loop 1294 size: 24
  Loop 1295 size: 12
  Loop 1296 size: 6
  Loop 1297 size: 12
  Loop 1298 size: 6
  Loop 1299 size: 18
  Loop 1300 size: 18
  Loop 1301 size: 3
  Loop 1302 size: 7
  Loop 1303 size: 4
  Loop 1304 size: 3
  Loop 1305 size: 3
  Loop 1306 size: 38
  Loop 1307 size: 10
  Loop 1308 size: 13
  Loop 1309 size: 5
  Loop 1310 size: 28
  Loop 1311 size: 4
  Loop 1312 size: 5
  Loop 1313 size: 6
  Loop 1314 size: 4
  Loop 1315 size: 6
  Loop 1316 size: 4
  Loop 1317 size: 4
  Loop 1318 size: 5
  Loop 1319 size: 4
  Loop 1320 size: 30
  Loop 1321 size: 4
  Loop 1322 size: 18
  Loop 1323 size: 34
  Loop 1324 size: 10
  Loop 1325 size: 6
  Loop 1326 size: 3
  Loop 1327 size: 6
  Loop 1328 size: 3
  Loop 1329 size: 3
  Loop 1330 size: 14
  Loop 1331 size: 2
  Loop 1332 size: 2
  Loop 1333 size: 5
  Loop 1334 size: 6
  Loop 1335 size: 44
  Loop 1336 size: 24
  Loop 1337 size: 4
  Loop 1338 size: 3
  Loop 1339 size: 4
  Loop 1340 size: 6
  Loop 1341 size: 3
  Loop 1342 size: 6
  Loop 1343 size: 3
  Loop 1344 size: 10
  Loop 1345 size: 6
  Loop 1346 size: 3
  Loop 1347 size: 6
  Loop 1348 size: 11
  Loop 1349 size: 3
  Loop 1350 size: 2
  Loop 1351 size: 1
  Loop 1352 size: 2
  Loop 1353 size: 10
  Loop 1354 size: 16
  Loop 1355 size: 2
  Loop 1356 size: 7
  Loop 1357 size: 75
  Loop 1358 size: 4
  Loop 1359 size: 4
  Loop 1360 size: 10
  Loop 1361 size: 4
  Loop 1362 size: 3
  Loop 1363 size: 4
  Loop 1364 size: 5
  Loop 1365 size: 4
  Loop 1366 size: 5
  Loop 1367 size: 5
  Loop 1368 size: 3
  Loop 1369 size: 7
  Loop 1370 size: 3
  Loop 1371 size: 3
  Loop 1372 size: 11
  Loop 1373 size: 7
  Loop 1374 size: 3
  Loop 1375 size: 3
  Loop 1376 size: 5
  Loop 1377 size: 5
  Loop 1378 size: 3
  Loop 1379 size: 5
  Loop 1380 size: 25
  Loop 1381 size: 5
  Loop 1382 size: 3
  Loop 1383 size: 3
  Loop 1384 size: 5
  Loop 1385 size: 3
  Loop 1386 size: 3
  Loop 1387 size: 14
  Loop 1388 size: 10
  Loop 1389 size: 6
  Loop 1390 size: 7
  Loop 1391 size: 9
  Loop 1392 size: 4
  Loop 1393 size: 8
  Loop 1394 size: 7
  Loop 1395 size: 39
  Loop 1396 size: 4
  Loop 1397 size: 3
  Loop 1398 size: 8
  Loop 1399 size: 12
  Loop 1400 size: 3
  Loop 1401 size: 5
  Loop 1402 size: 3
  Loop 1403 size: 9
  Loop 1404 size: 8
  Loop 1405 size: 3
  Loop 1406 size: 18
  Loop 1407 size: 48
  Loop 1408 size: 8
  Loop 1409 size: 3
  Loop 1410 size: 1
  Loop 1411 size: 4
  Loop 1412 size: 7
  Loop 1413 size: 12
  Loop 1414 size: 4
  Loop 1415 size: 8
  Loop 1416 size: 14
  Loop 1417 size: 3
  Loop 1418 size: 3
  Loop 1419 size: 9
  Loop 1420 size: 13
  Loop 1421 size: 5
  Loop 1422 size: 3
  Loop 1423 size: 5
  Loop 1424 size: 3
  Loop 1425 size: 10
  Loop 1426 size: 3
  Loop 1427 size: 5
  Loop 1428 size: 4
  Loop 1429 size: 3
  Loop 1430 size: 3
  Loop 1431 size: 4
  Loop 1432 size: 5
  Loop 1433 size: 6
  Loop 1434 size: 11
  Loop 1435 size: 4
  Loop 1436 size: 3
  Loop 1437 size: 4
  Loop 1438 size: 3
  Loop 1439 size: 4
  Loop 1440 size: 4
  Loop 1441 size: 3
  Loop 1442 size: 3
  Loop 1443 size: 11
  Loop 1444 size: 3
  Loop 1445 size: 13
  Loop 1446 size: 11
  Loop 1447 size: 17
  Loop 1448 size: 4
  Loop 1449 size: 3
  Loop 1450 size: 4
  Loop 1451 size: 10
  Loop 1452 size: 9
  Loop 1453 size: 5
  Loop 1454 size: 14
  Loop 1455 size: 10
  Loop 1456 size: 9
  Loop 1457 size: 3
  Loop 1458 size: 11
  Loop 1459 size: 9
  Loop 1460 size: 5
  Loop 1461 size: 3
  Loop 1462 size: 5
  Loop 1463 size: 3
  Loop 1464 size: 3
  Loop 1465 size: 7
  Loop 1466 size: 5
  Loop 1467 size: 3
  Loop 1468 size: 3
  Loop 1469 size: 14
  Loop 1470 size: 11
  Loop 1471 size: 6
  Loop 1472 size: 6
  Loop 1473 size: 3
  Loop 1474 size: 5
  Loop 1475 size: 4
  Loop 1476 size: 29
  Loop 1477 size: 21
  Loop 1478 size: 32
  Loop 1479 size: 5
  Loop 1480 size: 26
  Loop 1481 size: 7
  Loop 1482 size: 3
  Loop 1483 size: 32
  Loop 1484 size: 8
  Loop 1485 size: 3
  Loop 1486 size: 6
  Loop 1487 size: 5
  Loop 1488 size: 3
  Loop 1489 size: 3
  Loop 1490 size: 3
  Loop 1491 size: 8
  Loop 1492 size: 3
  Loop 1493 size: 20
  Loop 1494 size: 10
  Loop 1495 size: 5
  Loop 1496 size: 9
  Loop 1497 size: 6
  Loop 1498 size: 3
  Loop 1499 size: 3
  Loop 1500 size: 5
  Loop 1501 size: 1
  Loop 1502 size: 1
  Loop 1503 size: 3
  Loop 1504 size: 5
  Loop 1505 size: 9
  Loop 1506 size: 3
  Loop 1507 size: 6
  Loop 1508 size: 3
  Loop 1509 size: 4
  Loop 1510 size: 10
  Loop 1511 size: 3
  Loop 1512 size: 3
  Loop 1513 size: 3
  Loop 1514 size: 5
  Loop 1515 size: 5
  Loop 1516 size: 5
  Loop 1517 size: 3
  Loop 1518 size: 5
  Loop 1519 size: 9
  Loop 1520 size: 3
  Loop 1521 size: 7
  Loop 1522 size: 4
  Loop 1523 size: 17
  Loop 1524 size: 5
  Loop 1525 size: 11
  Loop 1526 size: 3
  Loop 1527 size: 5
  Loop 1528 size: 3
  Loop 1529 size: 11
  Loop 1530 size: 3
  Loop 1531 size: 5
  Loop 1532 size: 4
  Loop 1533 size: 4
  Loop 1534 size: 5
  Loop 1535 size: 8
  Loop 1536 size: 3
  Loop 1537 size: 39
  Loop 1538 size: 4
  Loop 1539 size: 4
  Loop 1540 size: 18
  Loop 1541 size: 1
  Loop 1542 size: 4
  Loop 1543 size: 24
  Loop 1544 size: 3
  Loop 1545 size: 28
  Loop 1546 size: 3
  Loop 1547 size: 17
  Loop 1548 size: 3
  Loop 1549 size: 6
  Loop 1550 size: 9
  Loop 1551 size: 6
  Loop 1552 size: 4
  Loop 1553 size: 3
  Loop 1554 size: 4
  Loop 1555 size: 6
  Loop 1556 size: 3
  Loop 1557 size: 5
  Loop 1558 size: 3
  Loop 1559 size: 3
  Loop 1560 size: 28
  Loop 1561 size: 3
  Loop 1562 size: 5
  Loop 1563 size: 5
  Loop 1564 size: 4
  Loop 1565 size: 13
  Loop 1566 size: 4
  Loop 1567 size: 4
  Loop 1568 size: 4
  Loop 1569 size: 1
  Loop 1570 size: 2
  Loop 1571 size: 1
  Loop 1572 size: 3
  Loop 1573 size: 3
  Loop 1574 size: 10
  Loop 1575 size: 1
  Loop 1576 size: 2
  Loop 1577 size: 7
  Loop 1578 size: 3
  Loop 1579 size: 24
  Loop 1580 size: 3
  Loop 1581 size: 3
  Loop 1582 size: 12
  Loop 1583 size: 17
  Loop 1584 size: 35
  Loop 1585 size: 5
  Loop 1586 size: 7
  Loop 1587 size: 3
  Loop 1588 size: 35
  Loop 1589 size: 1
  Loop 1590 size: 1
  Loop 1591 size: 1
  Loop 1592 size: 3
  Loop 1593 size: 2
  Loop 1594 size: 4
  Loop 1595 size: 29
  Loop 1596 size: 3
  Loop 1597 size: 5
  Loop 1598 size: 4
  Loop 1599 size: 14
  Loop 1600 size: 22
  Loop 1601 size: 6
  Loop 1602 size: 3
  Loop 1603 size: 4
  Loop 1604 size: 8
  Loop 1605 size: 4
  Loop 1606 size: 9
  Loop 1607 size: 3
  Loop 1608 size: 111
  Loop 1609 size: 9
  Loop 1610 size: 9
  Loop 1611 size: 8
  Loop 1612 size: 3
  Loop 1613 size: 3
  Loop 1614 size: 3
  Loop 1615 size: 6
  Loop 1616 size: 87
  Loop 1617 size: 3
  Loop 1618 size: 3
  Loop 1619 size: 3
  Loop 1620 size: 8
  Loop 1621 size: 5
  Loop 1622 size: 7
  Loop 1623 size: 5
  Loop 1624 size: 10
  Loop 1625 size: 82
  Loop 1626 size: 23
  Loop 1627 size: 3
  Loop 1628 size: 1
  Loop 1629 size: 28
  Loop 1630 size: 7
  Loop 1631 size: 4
  Loop 1632 size: 3
  Loop 1633 size: 3
  Loop 1634 size: 3
  Loop 1635 size: 3
  Loop 1636 size: 3
  Loop 1637 size: 5
  Loop 1638 size: 4
  Loop 1639 size: 3
  Loop 1640 size: 1
  Loop 1641 size: 4
  Loop 1642 size: 1
  Loop 1643 size: 1
  Loop 1644 size: 1
  Loop 1645 size: 1
  Loop 1646 size: 1
  Loop 1647 size: 2
  Loop 1648 size: 1
  Loop 1649 size: 3
  Loop 1650 size: 3
  Loop 1651 size: 3
  Loop 1652 size: 6
  Loop 1653 size: 8
  Loop 1654 size: 3
  Loop 1655 size: 8
  Loop 1656 size: 3
  Loop 1657 size: 16
  Loop 1658 size: 8
  Loop 1659 size: 4
  Loop 1660 size: 3
  Loop 1661 size: 4
  Loop 1662 size: 7
  Loop 1663 size: 4
  Loop 1664 size: 7
  Loop 1665 size: 5
  Loop 1666 size: 5
  Loop 1667 size: 25
  Loop 1668 size: 4
  Loop 1669 size: 23
  Loop 1670 size: 13
  Loop 1671 size: 5
  Loop 1672 size: 14
  Loop 1673 size: 4
  Loop 1674 size: 15
  Loop 1675 size: 5
  Loop 1676 size: 52
  Loop 1677 size: 72
  Loop 1678 size: 55
  Loop 1679 size: 7
  Loop 1680 size: 4
  Loop 1681 size: 91
  Loop 1682 size: 3
  Loop 1683 size: 1
  Loop 1684 size: 1
  Loop 1685 size: 4
  Loop 1686 size: 5
  Loop 1687 size: 14
  Loop 1688 size: 5
  Loop 1689 size: 3
  Loop 1690 size: 15
  Loop 1691 size: 8
  Loop 1692 size: 12
  Loop 1693 size: 4
  Loop 1694 size: 4
  Loop 1695 size: 3
  Loop 1696 size: 3
  Loop 1697 size: 55
  Loop 1698 size: 9
  Loop 1699 size: 3
  Loop 1700 size: 5
  Loop 1701 size: 3
  Loop 1702 size: 7
  Loop 1703 size: 4
  Loop 1704 size: 4
  Loop 1705 size: 6
  Loop 1706 size: 7
  Loop 1707 size: 46
  Loop 1708 size: 4
  Loop 1709 size: 7
  Loop 1710 size: 3
  Edge boundary ratio: 0.0226853
  Number of connected components: 50
  Largest component size (faces): 815887
  Smallest component size (faces): 152
  Average component size (faces): 16991.2
COMPONENT SIZES:
  Component 0 size: 177
  Component 1 size: 815887
  Component 2 size: 422
  Component 3 size: 1931
  Component 4 size: 713
  Component 5 size: 1549
  Component 6 size: 300
  Component 7 size: 653
  Component 8 size: 3990
  Component 9 size: 580
  Component 10 size: 878
  Component 11 size: 178
  Component 12 size: 159
  Component 13 size: 601
  Component 14 size: 714
  Component 15 size: 360
  Component 16 size: 1494
  Component 17 size: 843
  Component 18 size: 363
  Component 19 size: 1501
  Component 20 size: 479
  Component 21 size: 2724
  Component 22 size: 162
  Component 23 size: 239
  Component 24 size: 488
  Component 25 size: 319
  Component 26 size: 643
  Component 27 size: 1379
  Component 28 size: 550
  Component 29 size: 349
  Component 30 size: 2192
  Component 31 size: 453
  Component 32 size: 255
  Component 33 size: 268
  Component 34 size: 263
  Component 35 size: 503
  Component 36 size: 1272
  Component 37 size: 197
  Component 38 size: 222
  Component 39 size: 273
  Component 40 size: 1078
  Component 41 size: 390
  Component 42 size: 183
  Component 43 size: 152
  Component 44 size: 204
  Component 45 size: 211
  Component 46 size: 153
  Component 47 size: 293
  Component 48 size: 198
  Component 49 size: 177
  Minimum face area: 4.47114e-16
  Maximum face area: 5.3106e-05
  Average face area: 2.09427e-05
  Number of degenerate faces: 129
  Area degeneracy ratio: 0.000151843
  5th percentile minimum angle: 11.8367
  Maximum angle: 179.556
